,date,name,generic_name,comments,overall_ratings,years_use,uses,manufacturers,rating
742,2020-03-01,Apri,desogestrel/ethinyl estradiol,"I’ve been taking this birth control for 5 months now . I was kinda hesitant about taking them because I read reviews , but I’ve decided to give them a try . I can say this birth control saved me from getting pregnant. I still suffer from painful period pains . My weight is up and down . I was on levora before this one , but in overall thats all I can say",5.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",6 / 10
743,2020-02-29,Apri,desogestrel/ethinyl estradiol,"My doctor switched me to Apri because the birth control pill I was using before is no longer available. I’ve only been taking it for a little over 1 month, but I’ve already had 2 migraines. I’ve never had a migraine before!! Also, my face is COVERED in acne and I’ve gained 5 pounds. My self-confidence has never been so low. I’m very unhappy with Apri :(",5.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",3 / 10
744,2020-02-29,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,"Although I had positive experiences with this birth control Junel Fe 1/20 like no breakthrough bleeding, no mood changes, etc. I got pregnant. I did not miss any pills, was not on an antibiotic or any medication that could have interfered with the birth control and took it at the same time every day. Therefore I would not rate this as an overly effective birth control pill. I am starting it again now 1 month after delivering our unplanned (yet very loved) baby, but my husband also had a vasectomy.",4.0,Taken for 1 to 2 years,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",3 / 10
745,2020-02-29,Gianvi,drospirenone/ethinyl estradiol,"I’ve been on Gianvi for about 3 months now and honestly at first I was very worried about side effects and very nervous as to what would happen to my body but it’s the best decision I ever made! Within the first week of starting the pill I was nauseous almost everyday (I take my pill at 9:00 pm), every now and then I’ll get a bit nauseous but it is tolerable. I did not gain/lose any weight, and do not bleed (nor haven’t bled) any other time than when I menstruate within the first three days of starting the placebo pills. The only significant complaint I have is frequent headaches. I have a headache at some point throughout the day almost every day, some last hours and others, minutes. Again, they are uncomfortable but tolerable and if they are very bad, I’ll take some OTC pain relief drugs. I am happy having peace of mind and no more pregnancy scares! Also, my periods have shortened, lightened, and are much less painful ever since I started taking Gianvi, which is great.",6.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",9 / 10
746,2020-02-29,levonorgestrel,levonorgestrel,"My boyfriend and I were being a little reckless on New Years. We got this pill the day after being unsure of which emergency contraceptive to buy. I had horrible side effects with bad abdominal pain and nausea, but I waited it out. I got my period the first week in January, then again the last week of January (my usual time of the month). I read the symptoms online that your period may be irregular, so I didn’t think anything of it at the time. My condition started to get worse. I was starting to have extreme abdominal pain where I couldn’t even move. I went to the hospital on February 19th to find out that I’m pregnant. Aftera might work for some people, but it didn’t work for me. Practice safer sex. The side effects for me were awful and I wouldn’t recommend, but everyone’s experience is different.",7.0,Taken for 1 to 6 months,For Emergency Contraception:,"Teva Pharmaceuticals USA, Inc.",1 / 10
747,2020-02-29,Seasonique,ethinyl estradiol/levonorgestrel,"I had a great experience on this birth control. I had no weight gain, no hair loss, my skin was generally pretty clear, and the best part were the 4 periods a year. My hair also grew very fast, and was super long and shiny. Only con was that if I didn’t always take it at the same time every day, I would get breakthrough bleeding.",5.0,Taken for 2 to 5 years,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",10 / 10
748,2020-02-28,Tri-Sprintec,ethinyl estradiol/norgestimate,"I’ve been on Tri-Sprintec for about 5 months now, for bad cramping. I’d like to say that I am a lesbian, so this is not a contraceptive for me, it was just to alleviate my period pain & heavy bleeding. The first three months were the worst. I gained a little weight, was the most MOODY I’ve ever been, & was sad often. However, once you get past all of that in those 3 months, its a life saver. My period pain has decreased so much that honestly I’ll forget I’m on my period, it’s made them lighter, & shorter. My skin is clearer, the weight I lost from the first 3 months is gone, and I’m not moody anymore. HOWEVER!! It does kill my sex drive almost completely, so if you are worried about that, take it into consideration before trying this birth control.",5.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",8 / 10
749,2020-02-28,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,,5.0,Taken for 1 to 6 months,,"Teva Pharmaceuticals USA, Inc.",9 / 10
750,2020-02-28,ParaGard,,"I have had mine for 5 years now. I do have heavier periods and cramping but mine were light in the first place, so now they're average. I check my strings once a month on my period. I know that if there's ever a problem, my body will let me know. When I initially had it placed, the first one didn't sit right, needed to be removed and replaced after a month. Since then I have had no problems. I could tell that first month, that something was off. I was cramping, dizzy, spotting. What I should have done was call my Gyn and tell her right away. There should be no pain, even right after. Once it's in and your cervix gets over it's little shock, you shouldn't be aware of it. I have not had children, I have a small uterus. I haven't had to worry about pregnancy for 5 years now, I'm in a monogamous relationship, and it let's me feel protected. I'm not looking forward to getting it removed 5 years from now but it's not something I'm going to worry about.If ya have questions call your doctor,",6.0,Taken for 2 to 5 years,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",9 / 10
751,2020-02-28,Lessina,ethinyl estradiol/levonorgestrel,Been on this pill for 2 weeks! Most horrible experience ever. I was having such extreme stomach pains that I thought I was having an appendicitis and my stomach has been tender to touch and the cramping hasn’t gone away for a week! Emotional outbursts and crying (sobbing) for no reason. This birth control is horrible. I’m done.,5.0,Taken for less than 1 month,For Ovarian Cysts:,"Teva Pharmaceuticals USA, Inc.",1 / 10
752,2020-02-28,ethinyl estradiol/norethindrone,ethinyl estradiol/norethindrone,"Switched from generic pill (on it for several years) to Junel FE after a computer error at GYN. Figured I would be fine as I never had any problems with the pill. Month 1 okay, months 2&3 no period and extremely on edge. Not pregnant, just no period. Switched back to generic and immediately felt better and got my period regularly again.",4.0,Taken for 1 to 6 months,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",2 / 10
753,2020-02-28,ParaGard,,"I have had the Paragard for 2 weeks now. I am concerned about the spotting I'm having and the sporadic cramps. I'm doing research to see if the is normal. By reading the comments it seem to be really normal, but I don't think I like it. I'm going to give it a few more months ad see what happens",6.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",3 / 10
754,2020-02-28,ethinyl estradiol/levonorgestrel,ethinyl estradiol/levonorgestrel,"This birth control seemed normal the first few months. Then suddenly my face is breaking out in red dry patches, like peeling the skin off my cheeks and forehead. I’m noticing the crazy cravings and mood swings. Can’t stand this pill. I had a previous pill that broke my face out as well but more like pus.",4.0,,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",2 / 10
755,2020-02-28,Tri-Sprintec,ethinyl estradiol/norgestimate,"So I've been on this pill for 9 months. It's given me really bad mood swings, depression, etc. I almost feel manic depressive on it. The hormone levels change drastically throughout the pill pack which is why you get mood swings. Look for a monophasic birth control instead - going off this drug now. 
It worked on the whole no-pregnancy bit and my periods were very short & light. No acne either. But I'd rather not feel crazy.",5.0,Taken for 6 months to 1 year,For Birth Control:,"Teva Pharmaceuticals USA, Inc.",2 / 10
756,2020-02-27,Take Action,levonorgestrel,"I took this pill beginning of Jan 2020, I got one period about 10 days after taking the pill. For this month of Feb I am late on my period but I keep spotting. 
This pill has given me breast soreness, and every period symptom for weeks now but still no period.
Nausea, and weakness, mood swings. 
Never experienced this with Plan B.",6.0,Taken for 1 to 6 months,For Emergency Contraception:,"Teva Pharmaceuticals USA, Inc.",5 / 10
